experiment,model,format,size,linear_r2_mean,linear_r2_std,pca_r2_mean,pca_r2_std,pca_var_comp_1_mean,pca_var_comp_1_std,pca_cumulative_var_5_mean,pca_cumulative_var_5_std
format_size_sweep_kfold,voyage-3-large,written_words,4,0.986140456677678,0.0055443657662136055,0.7384190593100541,0.03668701365805202,0.42783404004795733,0.0036955427201081498,0.6540059998318194,0.0035197075468769556
format_size_sweep_kfold,voyage-3-large,written_words,5,0.979196560504833,0.004067710764778376,0.7562343412761051,0.003759989086688383,0.46358889383235996,0.002004106468360727,0.6701139029585477,0.002617921436166868
format_size_sweep_kfold,voyage-3-large,written_words,6,0.9580570072998494,0.015386164214251126,0.7221089678383665,0.03680150683770169,0.4414402154233198,0.0028730377440663022,0.6459975896680366,0.0026179742133360735
format_size_sweep_kfold,voyage-3-large,written_words,7,0.9743126948099263,0.005442113217878086,0.7005952731326384,0.036225475509548064,0.4213233481465288,0.000969422460755247,0.6695238035766272,0.0028417022672354002
format_size_sweep_kfold,voyage-3-large,written_words,8,0.9719144910326982,0.007574133378477526,0.7350261670857339,0.02133549423914234,0.4436118729396691,0.0029747926237326866,0.649871134332132,0.002747127588802778
format_size_sweep_kfold,voyage-3-large,written_words,9,0.9467724647307406,0.00975550187209626,0.7245401733781973,0.007704362031190155,0.4598450763236214,0.002659577902485748,0.6468000466675173,0.003330408955782093
format_size_sweep_kfold,voyage-3-large,written_words,10,0.9737603613082136,0.007754254034433941,0.6938072132490154,0.03031335598399655,0.5011715938263548,0.001729477060466916,0.6970845580526943,0.0017454228317839169
format_size_sweep_kfold,voyage-3-large,written_words,11,0.9670501607591084,0.007059423875810317,0.7240759109804529,0.02802782801524424,0.4825802037576583,0.001619332887853965,0.6613085410653742,0.0013698785461226804
format_size_sweep_kfold,voyage-3-large,written_words,12,0.9313976512874549,0.008413331553958224,0.7354978208848478,0.023116868485887142,0.5331161139065398,0.0018845862713862986,0.6860596988494777,0.002567312825388184
format_size_sweep_kfold,voyage-3-large,written_words,13,0.9593783926833357,0.0058283715499667455,0.7137950762577768,0.027671657600948845,0.5385684536372469,0.0011568135688747381,0.7176841694752428,0.0018596367935800702
format_size_sweep_kfold,voyage-3-large,written_words,14,0.9654368887143947,0.009878115237565346,0.744420941268532,0.029506767513523748,0.5193058103447931,0.0020641152600977797,0.6868394761869487,0.0015452004606088374
format_size_sweep_kfold,voyage-3-large,written_words,15,0.9281671588888468,0.013009828234800331,0.7146945819134393,0.038164039357421305,0.5753619894759088,0.0021342973993621556,0.7094172589447818,0.0014234318923332732
format_size_sweep_kfold,voyage-3-large,written_words,16,0.9748729826243705,0.0033979196561841982,0.7413186906332929,0.02406935898681918,0.5536112935544832,0.0007333975213252163,0.7401383463270423,0.00240507224649265
format_size_sweep_kfold,voyage-3-large,written_words,17,0.9613317209628132,0.008586334405221769,0.7345195519998418,0.022582902281391627,0.5195651201398288,0.0010107910870544975,0.6869602370370929,0.0011311825351888731
format_size_sweep_kfold,voyage-3-large,written_words,18,0.9383578025436725,0.015603101939600902,0.7533754065669674,0.03090755938105574,0.6037079417344213,0.0024543801316740535,0.7326440466597014,0.002896670342955785
format_size_sweep_kfold,voyage-3-large,written_words,19,0.972848372368113,0.002897238871871649,0.7234175762691731,0.02560649759434654,0.6459643242850885,0.0017789604650614447,0.7812860555397702,0.0017439143488460688
format_size_sweep_kfold,voyage-3-large,written_words,20,0.9663307342273522,0.011341278370051253,0.744210523524439,0.02477317487108628,0.5811947065428328,0.0018642449591050828,0.7243377205540016,0.0008906625698449811
