experiment,model,format,size,linear_r2_mean,linear_r2_std,pca_r2_mean,pca_r2_std,pca_var_comp_1_mean,pca_var_comp_1_std,pca_cumulative_var_5_mean,pca_cumulative_var_5_std
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,4,0.8539921942078006,0.05790420304875867,0.054324403397321495,0.059191317602180715,0.05106248267456227,0.0012860801636989515,0.22266254243245473,0.003185190930588988
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,5,0.9156436395680565,0.019186251710356244,0.6271552357151247,0.03233533413425907,0.06455406879034045,0.0006966720631394074,0.21732718879864374,0.002970106665887336
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,6,0.8927990204135312,0.03334095294754034,0.13612312354890227,0.06692283586905431,0.0564287491245834,0.0004921277931434478,0.21225840092918324,0.0022874996401876487
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,7,0.8312637782409409,0.01071005685777949,-0.025466373768583007,0.04060735533118119,0.05172748436933146,0.0011396075865912467,0.21037406488256077,0.0021696342136072358
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,8,0.8493576240216862,0.0484587688836311,0.26466501594701,0.044924519289878166,0.05362403305387673,0.0011893580683241649,0.21031926825716374,0.0016028821995824369
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,9,0.9114023631951393,0.014633053337129477,0.027513994164837373,0.03617489712795342,0.06129991078848901,0.0011049183958285105,0.22675314834950872,0.0008134196799903067
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,10,0.9128873981116289,0.0057100717352917,-0.05440516991216404,0.08184188322087785,0.07088809004459459,0.0010222434552118185,0.22684062821495052,0.001415161991370612
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,11,0.8441009463390492,0.017891048479159517,-0.009447327929191184,0.027864475685374937,0.06251898861493888,0.001357196362397518,0.22741289290905614,0.001973031699357699
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,12,0.9018596775323264,0.009920827208350727,0.14420170231690627,0.051956903206132624,0.06574705652853371,0.0014858558784754893,0.23763216842553742,0.001025352648734026
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,13,0.7073798370518193,0.07262345203122056,0.43715407401476114,0.0381329706645327,0.066731382369034,0.00047004151447039807,0.23006208926940958,0.0021605619045357203
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,14,0.8232426609800637,0.026462154282928085,0.40068117205144294,0.070829235069742,0.061110949330113094,0.0005603399200335104,0.22253774121281622,0.0014921399633209891
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,15,0.6854976896644432,0.09441677560424495,0.5214654720026612,0.07999416195996303,0.06047352602451208,0.001095811821053726,0.22403441236486818,0.0008748352831822547
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,16,0.7939942620604626,0.04289400376451683,0.6358238440109244,0.023217238119446437,0.06150237710308345,0.0007808505034793835,0.22980149480495285,0.0020915680342920204
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,17,0.692508831078085,0.045253270185414786,0.5621743046039069,0.06162100393817128,0.06404821414114958,0.00015448892673994172,0.22773160561566047,0.0007315808020894946
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,18,0.629875899505007,0.06295070598422918,0.6281365754769258,0.040764881825545794,0.06598409287611516,0.0005927247919130027,0.23505462064205732,0.002295866312370845
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,19,0.5194413156774089,0.1026935780820087,0.5518018088692462,0.07518885984708952,0.06765710299520263,0.0007086014047618452,0.2286985672764681,0.0012524665682499654
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,20,,,,,,,,
format_size_sweep_kfold,gemini-embedding-001,written_words,1,1.0,0.0,0.699029517394494,0.009416385501260635,0.2951812423581697,0.0039015101308146733,0.6550373888879331,0.00411337814493875
format_size_sweep_kfold,gemini-embedding-001,written_words,2,0.9935945155508774,0.0030140389602667994,0.7041904100722166,0.023718178280973997,0.18585686057015122,0.0026039341512293737,0.44997592723541324,0.0017707723437466922
format_size_sweep_kfold,gemini-embedding-001,written_words,3,0.9559806412924503,0.012029268795000537,0.7251168723530304,0.04304261380707706,0.16103189080854197,0.0007416589266583375,0.3664153432859932,0.002433208762682658
format_size_sweep_kfold,gemini-embedding-001,written_words,4,0.9372227045745918,0.005235776144471983,0.7322959215733367,0.029025756692917872,0.17315434806541158,0.0015234648732776804,0.34818788817560564,0.002912322857194545
format_size_sweep_kfold,gemini-embedding-001,written_words,5,0.9215651983496734,0.01735215250975993,0.7403391739570042,0.016575182046268434,0.17152621131499912,0.0006939718703627833,0.33419110980165523,0.0026307958780379644
format_size_sweep_kfold,gemini-embedding-001,written_words,6,0.9009751841811602,0.012489298032706314,0.7193613485308135,0.03835042505262005,0.1635177192176011,0.0005468897106127564,0.3126279383101903,0.0011780006118825897
format_size_sweep_kfold,gemini-embedding-001,written_words,7,0.8953363638692153,0.03076102636512263,0.7001761988209155,0.03785732351506508,0.15105917845236666,0.0006870996454860797,0.3115829728418681,0.002321875965405436
format_size_sweep_kfold,gemini-embedding-001,written_words,8,0.8450222130581583,0.05155430291542751,0.7481002082433289,0.019814258343347248,0.15840440277095455,0.0010787259388214104,0.29810555534569205,0.002032588161621471
format_size_sweep_kfold,gemini-embedding-001,written_words,9,0.8273219860967334,0.023048057426161245,0.7305538834111455,0.007766330209509045,0.17101420760751132,0.0007544018518394335,0.2949658170308029,0.00194096496604006
format_size_sweep_kfold,gemini-embedding-001,written_words,10,0.9041629870847689,0.018570331923051797,0.6910346004614261,0.036716760011475884,0.17375641675429027,0.0004754337779944636,0.31184180619520707,0.001334906279032066
format_size_sweep_kfold,gemini-embedding-001,written_words,11,0.8373895233501084,0.02754830749348193,0.7235218618778011,0.027357577958318363,0.1705031283243049,0.00029294497850437665,0.28751672742047274,0.001253800954216869
format_size_sweep_kfold,gemini-embedding-001,written_words,12,0.8072285448487065,0.03486969802726656,0.7353830878828405,0.02715373792877864,0.18285618546022508,0.0006355651460969418,0.2948444701705384,0.0017196769763893477
format_size_sweep_kfold,gemini-embedding-001,written_words,13,0.8868910488809523,0.015600843981998402,0.7060303486430606,0.02580129191465619,0.18517489941626328,0.0014051262550339547,0.320214931019381,0.0017987800471338197
format_size_sweep_kfold,gemini-embedding-001,written_words,14,0.8367521024387623,0.029524817108952894,0.7356053754448275,0.02826358672978421,0.18406763985892166,0.0010749072462474642,0.30166898078018073,0.0018179521669031548
format_size_sweep_kfold,gemini-embedding-001,written_words,15,0.7958588517816689,0.03241988723612379,0.7065151782927913,0.032004500946552994,0.18947521410742452,0.000985399924245655,0.29591067700629853,0.0005265393446521439
format_size_sweep_kfold,gemini-embedding-001,written_words,16,0.8465459903626446,0.02425728179570995,0.722682826426524,0.024300257131344483,0.1702048415629575,0.0007273523437849761,0.3140641259994237,0.0012018399212702724
format_size_sweep_kfold,gemini-embedding-001,written_words,17,0.8150451021643226,0.03562070486487257,0.7264418673073966,0.023479126222058264,0.16305366432015395,0.0006518113229398921,0.27298541319417424,0.0009492273203786857
format_size_sweep_kfold,gemini-embedding-001,written_words,18,0.7587043567625555,0.036212900061160715,0.7451882581652658,0.03318418128745794,0.1711017527595674,0.00031137347281876633,0.2719531572769003,0.0015025772353347965
format_size_sweep_kfold,gemini-embedding-001,written_words,19,0.840830527905106,0.010983270718604686,0.6904153467102068,0.025745544521853805,0.17114829908840318,0.000414495252424397,0.3174545552291172,0.0010352619625540295
format_size_sweep_kfold,gemini-embedding-001,written_words,20,0.8342318967422402,0.021697954731891136,0.7399435550775602,0.023239917720437552,0.16885853221510122,0.00078279903854675,0.2804031850133817,0.0007589963034690557
